station,valid,tmpf,dwpf,relh,sknt,drct,p01i,vsby,skyc1
BDR,2026-08-02 21:52,76.00,73.00,90.46,6.00,120.00,0.00,10.00,BKN
BDR,2026-08-02 22:52,76.00,74.00,93.55,8.00,110.00,0.00,8.00,OVC
BDR,2026-08-02 23:52,76.00,74.00,93.55,6.00,150.00,0.02,8.00,OVC
BDR,2026-08-03 00:52,78.00,75.00,90.54,8.00,180.00,0.00,9.00,BKN
BDR,2026-08-03 01:52,77.00,74.00,90.50,11.00,180.00,0.00,8.00,BKN
BDR,2026-08-03 02:52,78.00,75.00,90.54,15.00,190.00,T,7.00,OVC
BDR,2026-08-03 03:52,76.00,75.00,96.73,13.00,200.00,0.13,7.00,SCT
BDR,2026-08-03 04:52,76.00,75.00,96.73,16.00,200.00,0.06,6.00,BKN
BDR,2026-08-03 05:52,77.00,75.00,93.57,16.00,190.00,0.13,4.00,BKN
BDR,2026-08-03 06:52,76.00,75.00,96.73,13.00,220.00,0.25,4.00,BKN
BDR,2026-08-03 07:52,75.00,73.00,93.52,13.00,210.00,0.12,4.00,SCT
BDR,2026-08-03 08:52,74.00,73.00,96.70,10.00,210.00,0.07,2.50,SCT
BDR,2026-08-03 09:52,75.00,74.00,96.71,10.00,210.00,0.12,2.50,SCT
BDR,2026-08-03 10:52,75.00,74.00,96.71,9.00,200.00,0.06,1.50,SCT
BDR,2026-08-03 11:52,75.00,72.00,90.42,17.00,220.00,0.02,6.00,FEW
BDR,2026-08-03 12:52,76.00,73.00,90.46,11.00,210.00,0.01,10.00,FEW
BDR,2026-08-03 13:52,77.00,74.00,90.50,8.00,210.00,T,10.00,FEW
BDR,2026-08-03 14:52,79.00,74.00,84.73,12.00,210.00,T,10.00,CLR
BDR,2026-08-03 15:52,80.00,74.00,82.00,12.00,210.00,0.00,10.00,CLR
BDR,2026-08-03 16:52,81.00,74.00,79.38,7.00,250.00,0.00,10.00,CLR
BDR,2026-08-03 17:52,83.00,66.00,56.65,13.00,290.00,T,10.00,FEW
BDR,2026-08-03 18:52,80.00,63.00,56.23,13.00,300.00,0.00,10.00,CLR
BDR,2026-08-03 19:52,78.00,63.00,60.04,9.00,280.00,0.00,10.00,CLR
BDR,2026-08-03 20:52,76.00,64.00,66.43,7.00,280.00,0.00,10.00,CLR
BDR,2026-08-03 21:52,74.00,64.00,71.02,7.00,320.00,0.00,10.00,CLR
BDR,2026-08-03 22:52,72.00,63.00,73.34,4.00,310.00,0.00,10.00,CLR
BDR,2026-08-03 23:52,69.00,64.00,84.12,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-04 00:52,69.00,63.00,81.22,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-04 01:52,66.00,63.00,90.06,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-04 02:52,66.00,62.00,86.95,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-04 03:52,65.00,61.00,86.89,3.00,330.00,0.00,10.00,CLR
BDR,2026-08-04 04:52,63.00,60.00,89.94,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-04 05:52,62.00,61.00,96.53,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-04 06:52,65.00,62.00,90.02,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-04 07:52,67.00,62.00,83.99,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-04 08:52,71.00,63.00,75.87,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-04 09:52,74.00,64.00,71.02,3.00,190.00,0.00,8.00,CLR
BDR,2026-08-04 10:52,76.00,65.00,68.79,4.00,190.00,0.00,10.00,CLR
BDR,2026-08-04 11:52,78.00,65.00,64.39,5.00,180.00,0.00,10.00,CLR
BDR,2026-08-04 12:52,78.00,66.00,66.67,7.00,170.00,0.00,10.00,CLR
BDR,2026-08-04 13:52,80.00,66.00,62.44,7.00,170.00,0.00,10.00,CLR
BDR,2026-08-04 14:52,81.00,61.00,50.72,8.00,170.00,0.00,10.00,CLR
BDR,2026-08-04 15:52,82.00,56.00,41.05,7.00,190.00,0.00,10.00,CLR
BDR,2026-08-04 16:52,82.00,55.00,39.59,4.00,180.00,0.00,10.00,CLR
BDR,2026-08-04 17:52,83.00,54.00,36.96,5.00,210.00,0.00,10.00,CLR
BDR,2026-08-04 18:52,81.00,57.00,43.96,5.00,200.00,0.00,10.00,CLR
BDR,2026-08-04 19:52,78.00,66.00,66.67,4.00,190.00,0.00,10.00,CLR
BDR,2026-08-04 20:52,77.00,61.00,57.83,6.00,210.00,0.00,10.00,CLR
BDR,2026-08-04 21:52,76.00,63.00,64.15,5.00,230.00,0.00,10.00,CLR
BDR,2026-08-04 22:52,74.00,64.00,71.02,3.00,240.00,0.00,10.00,CLR
BDR,2026-08-04 23:52,73.00,64.00,73.44,3.00,250.00,0.00,10.00,CLR
BDR,2026-08-05 00:52,69.00,64.00,84.12,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-05 01:52,68.00,63.00,84.05,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-05 02:52,67.00,61.00,81.07,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-05 03:52,66.00,61.00,83.93,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-05 04:52,65.00,61.00,86.89,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-05 05:52,64.00,60.00,86.84,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-05 06:52,67.00,62.00,83.99,4.00,30.00,0.00,10.00,CLR
BDR,2026-08-05 07:52,70.00,63.00,78.49,0.00,0.00,0.00,4.00,CLR
BDR,2026-08-05 08:52,72.00,63.00,73.34,0.00,0.00,0.00,8.00,CLR
BDR,2026-08-05 09:52,74.00,64.00,71.02,3.00,90.00,0.00,10.00,CLR
BDR,2026-08-05 10:52,77.00,64.00,64.27,4.00,M,0.00,10.00,CLR
BDR,2026-08-05 11:52,80.00,60.00,50.57,3.00,M,0.00,10.00,CLR
BDR,2026-08-05 12:52,82.00,61.00,49.10,5.00,220.00,0.00,10.00,BKN
BDR,2026-08-05 13:52,81.00,64.00,56.37,5.00,150.00,0.00,10.00,BKN
BDR,2026-08-05 14:52,82.00,66.00,58.51,5.00,110.00,0.00,10.00,OVC
BDR,2026-08-05 15:52,80.00,66.00,62.44,6.00,130.00,0.00,10.00,BKN
BDR,2026-08-05 16:52,79.00,68.00,69.12,5.00,100.00,0.00,10.00,BKN
BDR,2026-08-05 17:52,79.00,69.00,71.54,5.00,170.00,0.00,10.00,SCT
BDR,2026-08-05 18:52,78.00,70.00,76.49,5.00,160.00,0.00,10.00,FEW
BDR,2026-08-05 19:52,77.00,71.00,81.79,4.00,150.00,0.00,10.00,BKN
BDR,2026-08-05 20:52,76.00,74.00,93.55,8.00,150.00,0.00,10.00,SCT
BDR,2026-08-05 21:52,75.00,74.00,96.71,7.00,130.00,T,10.00,BKN
BDR,2026-08-05 22:52,75.00,74.00,96.71,6.00,120.00,T,10.00,BKN
BDR,2026-08-05 23:52,76.00,75.00,96.73,4.00,130.00,0.00,10.00,FEW
BDR,2026-08-06 00:52,76.00,75.00,96.73,0.00,0.00,T,8.00,OVC
BDR,2026-08-06 01:52,77.00,75.00,93.57,0.00,0.00,T,8.00,OVC
BDR,2026-08-06 02:52,76.00,75.00,96.73,4.00,180.00,0.00,6.00,BKN
BDR,2026-08-06 03:52,76.00,75.00,96.73,3.00,190.00,0.00,6.00,OVC
BDR,2026-08-06 04:52,76.00,75.00,96.73,4.00,190.00,0.00,7.00,FEW
BDR,2026-08-06 05:52,76.00,75.00,96.73,3.00,220.00,0.00,7.00,BKN
BDR,2026-08-06 06:52,77.00,75.00,93.57,6.00,210.00,0.00,6.00,OVC
BDR,2026-08-06 07:52,78.00,75.00,90.54,6.00,220.00,0.00,7.00,BKN
BDR,2026-08-06 08:52,79.00,75.00,87.61,7.00,220.00,0.00,6.00,SCT
BDR,2026-08-06 09:52,80.00,75.00,84.79,8.00,210.00,0.00,7.00,SCT
BDR,2026-08-06 10:52,82.00,76.00,82.14,10.00,220.00,0.00,7.00,CLR
BDR,2026-08-06 11:52,84.00,75.00,74.49,10.00,220.00,0.00,8.00,CLR
BDR,2026-08-06 12:52,86.00,74.00,67.58,11.00,220.00,0.00,8.00,CLR
BDR,2026-08-06 13:52,87.00,75.00,67.69,9.00,210.00,0.00,8.00,CLR
BDR,2026-08-06 14:52,89.00,74.00,61.46,10.00,210.00,0.00,9.00,CLR
BDR,2026-08-06 15:52,89.00,76.00,65.70,6.00,190.00,0.00,8.00,CLR
BDR,2026-08-06 16:52,86.00,77.00,74.68,8.00,180.00,0.00,8.00,CLR
BDR,2026-08-06 17:52,86.00,76.00,72.24,13.00,190.00,0.00,10.00,CLR
BDR,2026-08-06 18:52,84.00,76.00,77.01,12.00,200.00,0.00,10.00,CLR
BDR,2026-08-06 19:52,82.00,76.00,82.14,10.00,190.00,0.00,9.00,CLR
BDR,2026-08-06 20:52,81.00,76.00,84.85,5.00,220.00,0.00,10.00,CLR
BDR,2026-08-06 21:52,81.00,76.00,84.85,3.00,210.00,0.00,10.00,CLR
BDR,2026-08-06 22:52,81.00,76.00,84.85,4.00,230.00,0.00,10.00,CLR
BDR,2026-08-06 23:52,81.00,76.00,84.85,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-07 00:52,79.00,76.00,90.58,0.00,0.00,0.00,9.00,CLR
BDR,2026-08-07 01:52,78.00,76.00,93.60,3.00,330.00,0.00,8.00,FEW
BDR,2026-08-07 02:52,78.00,76.00,93.60,3.00,260.00,0.00,7.00,CLR
BDR,2026-08-07 03:52,78.00,76.00,93.60,3.00,200.00,0.00,7.00,CLR
BDR,2026-08-07 04:52,76.00,75.00,96.73,0.00,0.00,0.00,5.00,CLR
BDR,2026-08-07 05:52,76.00,75.00,96.73,3.00,330.00,0.00,8.00,CLR
BDR,2026-08-07 06:52,77.00,73.00,87.51,3.00,300.00,0.00,10.00,CLR
BDR,2026-08-07 07:52,80.00,74.00,82.00,3.00,310.00,0.00,10.00,CLR
BDR,2026-08-07 08:52,82.00,73.00,74.31,3.00,M,0.00,10.00,CLR
BDR,2026-08-07 09:52,85.00,73.00,67.47,3.00,M,0.00,10.00,CLR
BDR,2026-08-07 10:52,84.00,74.00,72.04,7.00,220.00,0.00,10.00,CLR
BDR,2026-08-07 11:52,85.00,74.00,69.77,7.00,210.00,0.00,10.00,CLR
BDR,2026-08-07 12:52,86.00,74.00,67.58,7.00,190.00,0.00,10.00,SCT
BDR,2026-08-07 13:52,88.00,73.00,61.34,7.00,190.00,0.00,10.00,SCT
BDR,2026-08-07 14:52,89.00,71.00,55.55,8.00,200.00,0.00,10.00,CLR
BDR,2026-08-07 15:52,90.00,70.00,52.04,6.00,210.00,0.00,10.00,CLR
BDR,2026-08-07 16:52,90.00,70.00,52.04,7.00,200.00,0.00,10.00,CLR
BDR,2026-08-07 17:52,87.00,72.00,61.21,7.00,180.00,0.00,10.00,CLR
BDR,2026-08-07 18:52,84.00,74.00,72.04,11.00,200.00,0.00,10.00,CLR
BDR,2026-08-07 19:52,74.00,71.00,90.38,8.00,240.00,0.17,4.00,FEW
BDR,2026-08-07 20:52,74.00,72.00,93.49,3.00,230.00,0.13,4.00,SCT
BDR,2026-08-07 21:52,74.00,72.00,93.49,3.00,330.00,0.03,10.00,CLR
BDR,2026-08-07 22:52,74.00,72.00,93.49,0.00,0.00,T,10.00,CLR
BDR,2026-08-07 23:52,74.00,72.00,93.49,3.00,240.00,0.00,10.00,CLR
BDR,2026-08-08 00:52,74.00,72.00,93.49,3.00,250.00,0.00,10.00,CLR
BDR,2026-08-08 01:52,73.00,72.00,96.69,4.00,260.00,0.00,9.00,CLR
BDR,2026-08-08 02:52,73.00,72.00,96.69,3.00,280.00,0.00,7.00,BKN
BDR,2026-08-08 03:52,73.00,71.00,93.47,3.00,250.00,0.00,7.00,CLR
BDR,2026-08-08 04:52,72.00,71.00,96.67,0.00,0.00,0.00,8.00,CLR
BDR,2026-08-08 05:52,73.00,71.00,93.47,5.00,240.00,0.00,9.00,OVC
BDR,2026-08-08 06:52,74.00,71.00,90.38,6.00,250.00,0.00,9.00,CLR
BDR,2026-08-08 07:52,75.00,71.00,87.41,6.00,250.00,0.00,10.00,CLR
BDR,2026-08-08 08:52,77.00,71.00,81.79,8.00,230.00,0.00,10.00,CLR
BDR,2026-08-08 09:52,79.00,72.00,79.22,11.00,230.00,0.00,10.00,CLR
BDR,2026-08-08 10:52,80.00,73.00,79.30,12.00,220.00,0.00,10.00,CLR
BDR,2026-08-08 11:52,82.00,73.00,74.31,13.00,220.00,0.00,10.00,CLR
BDR,2026-08-08 12:52,84.00,73.00,69.67,11.00,230.00,0.00,10.00,CLR
BDR,2026-08-08 13:52,85.00,73.00,67.47,12.00,220.00,0.00,10.00,CLR
BDR,2026-08-08 14:52,87.00,72.00,61.21,11.00,220.00,0.00,10.00,CLR
BDR,2026-08-08 15:52,89.00,71.00,55.55,8.00,240.00,0.00,10.00,CLR
BDR,2026-08-08 16:52,86.00,71.00,61.08,7.00,250.00,0.00,10.00,BKN
BDR,2026-08-08 17:52,83.00,75.00,76.93,7.00,230.00,0.05,9.00,CLR
BDR,2026-08-08 18:52,82.00,73.00,74.31,6.00,230.00,0.00,10.00,CLR
BDR,2026-08-08 19:52,82.00,72.00,71.84,7.00,220.00,0.00,10.00,CLR
BDR,2026-08-08 20:52,80.00,73.00,79.30,6.00,230.00,0.00,10.00,CLR
BDR,2026-08-08 21:52,79.00,73.00,81.93,8.00,230.00,0.00,10.00,CLR
BDR,2026-08-08 22:52,79.00,72.00,79.22,5.00,230.00,0.00,10.00,CLR
BDR,2026-08-08 23:52,79.00,71.00,76.58,3.00,240.00,0.00,10.00,CLR
BDR,2026-08-09 00:52,78.00,71.00,79.14,4.00,240.00,0.00,10.00,CLR
BDR,2026-08-09 01:52,77.00,70.00,79.06,5.00,260.00,0.00,10.00,CLR
BDR,2026-08-09 02:52,76.00,71.00,84.55,4.00,250.00,0.00,10.00,CLR
BDR,2026-08-09 03:52,76.00,70.00,81.72,4.00,240.00,0.00,10.00,CLR
BDR,2026-08-09 04:52,74.00,71.00,90.38,4.00,270.00,0.00,10.00,CLR
BDR,2026-08-09 05:52,74.00,71.00,90.38,4.00,230.00,0.00,9.00,CLR
BDR,2026-08-09 06:52,75.00,72.00,90.42,6.00,230.00,0.00,9.00,CLR
BDR,2026-08-09 07:52,77.00,71.00,81.79,7.00,230.00,0.00,9.00,CLR
BDR,2026-08-09 08:52,79.00,72.00,79.22,9.00,220.00,0.00,10.00,CLR
BDR,2026-08-09 09:52,80.00,73.00,79.30,6.00,240.00,0.00,10.00,CLR
BDR,2026-08-09 10:52,83.00,73.00,71.94,8.00,230.00,0.00,10.00,CLR
BDR,2026-08-09 11:52,85.00,72.00,65.23,8.00,220.00,0.00,10.00,CLR
BDR,2026-08-09 12:52,85.00,72.00,65.23,14.00,220.00,0.00,10.00,CLR
BDR,2026-08-09 13:52,87.00,72.00,61.21,8.00,220.00,0.00,10.00,FEW
BDR,2026-08-09 14:52,89.00,65.00,45.20,10.00,280.00,0.00,10.00,SCT
BDR,2026-08-09 15:52,91.00,64.00,41.00,11.00,270.00,0.00,10.00,SCT
BDR,2026-08-09 16:52,90.00,64.00,42.30,10.00,300.00,0.00,10.00,CLR
BDR,2026-08-09 17:52,89.00,66.00,46.80,9.00,300.00,0.00,10.00,CLR
BDR,2026-08-09 18:52,87.00,64.00,46.49,7.00,280.00,0.00,10.00,CLR
BDR,2026-08-09 19:52,84.00,64.00,51.16,4.00,280.00,0.00,10.00,CLR
BDR,2026-08-09 20:52,82.00,63.00,52.69,7.00,310.00,0.00,10.00,CLR
BDR,2026-08-09 21:52,79.00,66.00,64.51,4.00,330.00,0.00,10.00,CLR
BDR,2026-08-09 22:52,77.00,65.00,66.55,3.00,340.00,0.00,10.00,CLR
BDR,2026-08-09 23:52,75.00,64.00,68.68,5.00,350.00,0.00,10.00,CLR
BDR,2026-08-10 00:52,75.00,63.00,66.32,5.00,10.00,0.00,10.00,BKN
BDR,2026-08-10 01:52,74.00,62.00,66.20,4.00,10.00,0.00,10.00,FEW
BDR,2026-08-10 02:52,73.00,62.00,68.46,4.00,30.00,0.00,10.00,BKN
BDR,2026-08-10 03:52,72.00,62.00,70.81,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-10 04:52,70.00,62.00,75.78,3.00,20.00,0.00,10.00,CLR
BDR,2026-08-10 05:52,70.00,59.00,68.12,3.00,30.00,0.00,10.00,FEW
BDR,2026-08-10 06:52,70.00,61.00,73.15,4.00,30.00,0.00,10.00,SCT
BDR,2026-08-10 07:52,72.00,60.00,65.96,0.00,0.00,0.00,10.00,FEW
BDR,2026-08-10 08:52,76.00,58.00,53.71,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-10 09:52,78.00,60.00,54.00,3.00,M,0.00,10.00,CLR
BDR,2026-08-10 10:52,80.00,60.00,50.57,5.00,220.00,0.00,10.00,FEW
BDR,2026-08-10 11:52,80.00,56.00,43.81,6.00,200.00,0.00,10.00,CLR
BDR,2026-08-10 12:52,82.00,55.00,39.59,5.00,210.00,0.00,10.00,CLR
BDR,2026-08-10 13:52,82.00,62.00,50.87,4.00,170.00,0.00,10.00,CLR
BDR,2026-08-10 14:52,82.00,62.00,50.87,4.00,170.00,0.00,10.00,CLR
BDR,2026-08-10 15:52,83.00,64.00,52.84,5.00,150.00,0.00,10.00,CLR
BDR,2026-08-10 16:52,81.00,65.00,58.37,5.00,150.00,0.00,10.00,CLR
BDR,2026-08-10 17:52,80.00,69.00,69.23,3.00,80.00,0.00,10.00,CLR
BDR,2026-08-10 18:52,77.00,71.00,81.79,10.00,310.00,0.02,5.00,FEW
BDR,2026-08-10 19:52,76.00,71.00,84.55,7.00,230.00,T,10.00,CLR
BDR,2026-08-10 20:52,76.00,72.00,87.46,4.00,260.00,0.00,10.00,FEW
BDR,2026-08-10 21:52,76.00,72.00,87.46,5.00,250.00,0.00,10.00,CLR
BDR,2026-08-10 22:52,75.00,72.00,90.42,3.00,250.00,0.00,10.00,CLR
BDR,2026-08-10 23:52,74.00,72.00,93.49,5.00,270.00,0.00,9.00,CLR
BDR,2026-08-11 00:52,74.00,71.00,90.38,4.00,260.00,0.00,9.00,CLR
BDR,2026-08-11 01:52,74.00,70.00,87.36,5.00,250.00,0.00,10.00,CLR
BDR,2026-08-11 02:52,73.00,70.00,90.34,4.00,270.00,0.00,9.00,CLR
BDR,2026-08-11 03:52,72.00,70.00,93.44,0.00,0.00,0.00,8.00,CLR
BDR,2026-08-11 04:52,71.00,70.00,96.66,0.00,0.00,0.00,7.00,CLR
BDR,2026-08-11 05:52,71.00,69.00,93.41,3.00,320.00,0.00,6.00,CLR
BDR,2026-08-11 06:52,71.00,68.00,90.26,0.00,0.00,0.00,9.00,CLR
BDR,2026-08-11 07:52,74.00,70.00,87.36,3.00,M,0.00,9.00,CLR
BDR,2026-08-11 08:52,76.00,69.00,78.98,5.00,270.00,0.00,10.00,CLR
BDR,2026-08-11 09:52,77.00,70.00,79.06,8.00,210.00,0.00,10.00,CLR
BDR,2026-08-11 10:52,80.00,70.00,71.64,6.00,230.00,0.00,10.00,CLR
BDR,2026-08-11 11:52,83.00,69.00,62.81,7.00,270.00,0.00,10.00,CLR
BDR,2026-08-11 12:52,84.00,67.00,56.78,10.00,340.00,0.00,10.00,CLR
BDR,2026-08-11 13:52,84.00,64.00,51.16,0.00,0.00,0.00,10.00,FEW
BDR,2026-08-11 14:52,82.00,71.00,69.45,10.00,210.00,0.00,10.00,BKN
BDR,2026-08-11 15:52,82.00,70.00,67.13,8.00,220.00,0.00,10.00,BKN
BDR,2026-08-11 16:52,83.00,67.00,58.64,8.00,230.00,0.00,10.00,CLR
BDR,2026-08-11 17:52,82.00,69.00,64.88,7.00,230.00,0.00,10.00,CLR
BDR,2026-08-11 18:52,81.00,70.00,69.34,7.00,210.00,0.00,10.00,CLR
BDR,2026-08-11 19:52,79.00,71.00,76.58,3.00,240.00,0.00,9.00,BKN
BDR,2026-08-11 20:52,80.00,70.00,71.64,0.00,0.00,0.00,10.00,FEW
BDR,2026-08-11 21:52,75.00,70.00,84.49,4.00,50.00,0.00,10.00,CLR
BDR,2026-08-11 22:52,74.00,69.00,84.43,0.00,0.00,0.00,10.00,FEW
BDR,2026-08-11 23:52,74.00,69.00,84.43,3.00,150.00,0.00,10.00,CLR
BDR,2026-08-12 00:52,74.00,70.00,87.36,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-12 01:52,73.00,69.00,87.31,4.00,340.00,0.00,10.00,CLR
BDR,2026-08-12 02:52,72.00,68.00,87.26,5.00,330.00,0.00,10.00,CLR
BDR,2026-08-12 03:52,73.00,64.00,73.44,5.00,330.00,0.00,10.00,CLR
BDR,2026-08-12 04:52,71.00,62.00,73.24,4.00,300.00,0.00,10.00,CLR
BDR,2026-08-12 05:52,69.00,63.00,81.22,5.00,320.00,0.00,10.00,CLR
BDR,2026-08-12 06:52,70.00,60.00,70.59,7.00,320.00,0.00,10.00,CLR
BDR,2026-08-12 07:52,72.00,59.00,63.65,9.00,330.00,0.00,10.00,CLR
BDR,2026-08-12 08:52,75.00,60.00,59.64,12.00,320.00,0.00,10.00,CLR
BDR,2026-08-12 09:52,77.00,60.00,55.81,9.00,340.00,0.00,10.00,CLR
BDR,2026-08-12 10:52,80.00,60.00,50.57,10.00,340.00,0.00,10.00,CLR
BDR,2026-08-12 11:52,82.00,58.00,44.12,8.00,360.00,0.00,10.00,CLR
BDR,2026-08-12 12:52,84.00,58.00,41.36,8.00,350.00,0.00,10.00,CLR
BDR,2026-08-12 13:52,83.00,56.00,39.74,6.00,340.00,0.00,10.00,CLR
BDR,2026-08-12 14:52,84.00,58.00,41.36,8.00,330.00,0.00,10.00,CLR
BDR,2026-08-12 15:52,84.00,58.00,41.36,8.00,330.00,0.00,10.00,CLR
BDR,2026-08-12 16:52,83.00,62.00,49.25,10.00,220.00,0.00,10.00,CLR
BDR,2026-08-12 17:52,82.00,62.00,50.87,8.00,220.00,0.00,10.00,CLR
BDR,2026-08-12 18:52,82.00,59.00,45.73,8.00,220.00,0.00,10.00,CLR
BDR,2026-08-12 19:52,77.00,63.00,62.06,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-12 20:52,77.00,63.00,62.06,5.00,180.00,0.00,10.00,CLR
BDR,2026-08-12 21:52,77.00,66.00,68.90,6.00,200.00,0.00,10.00,CLR
BDR,2026-08-12 22:52,76.00,67.00,73.73,6.00,210.00,0.00,10.00,CLR
BDR,2026-08-12 23:52,76.00,67.00,73.73,10.00,190.00,0.00,10.00,CLR
BDR,2026-08-13 00:52,76.00,68.00,76.32,7.00,200.00,0.00,10.00,FEW
BDR,2026-08-13 01:52,69.00,67.00,93.36,12.00,340.00,0.54,0.75,BKN
BDR,2026-08-13 02:52,69.00,68.00,96.63,6.00,30.00,0.13,10.00,FEW
BDR,2026-08-13 03:52,70.00,68.00,93.38,6.00,110.00,0.00,10.00,OVC
BDR,2026-08-13 04:52,71.00,69.00,93.41,3.00,40.00,T,10.00,SCT
BDR,2026-08-13 05:52,70.00,69.00,96.64,4.00,20.00,0.30,3.00,SCT
BDR,2026-08-13 06:52,70.00,69.00,96.64,0.00,0.00,0.01,7.00,CLR
BDR,2026-08-13 07:52,71.00,70.00,96.66,0.00,0.00,0.00,7.00,FEW
BDR,2026-08-13 08:52,74.00,68.00,81.58,3.00,M,0.00,10.00,CLR
BDR,2026-08-13 09:52,76.00,69.00,78.98,5.00,340.00,0.00,10.00,CLR
BDR,2026-08-13 10:52,79.00,67.00,66.78,6.00,340.00,0.00,10.00,CLR
BDR,2026-08-13 11:52,79.00,68.00,69.12,7.00,110.00,0.00,10.00,BKN
BDR,2026-08-13 12:52,78.00,69.00,73.93,7.00,170.00,0.00,10.00,SCT
BDR,2026-08-13 13:52,81.00,65.00,58.37,8.00,310.00,0.00,10.00,FEW
BDR,2026-08-13 14:52,83.00,65.00,54.71,8.00,280.00,0.00,10.00,CLR
BDR,2026-08-13 15:52,84.00,64.00,51.16,7.00,280.00,0.00,10.00,CLR
BDR,2026-08-13 16:52,84.00,67.00,56.78,10.00,220.00,0.00,10.00,FEW
BDR,2026-08-13 17:52,82.00,68.00,62.69,7.00,230.00,0.00,10.00,FEW
BDR,2026-08-13 18:52,81.00,69.00,67.01,3.00,M,0.00,10.00,CLR
BDR,2026-08-13 19:52,80.00,64.00,58.24,3.00,260.00,0.00,10.00,CLR
BDR,2026-08-13 20:52,80.00,64.00,58.24,4.00,230.00,0.00,10.00,CLR
BDR,2026-08-13 21:52,78.00,64.00,62.18,4.00,250.00,0.00,10.00,CLR
BDR,2026-08-13 22:52,75.00,65.00,71.12,4.00,330.00,0.00,10.00,CLR
BDR,2026-08-13 23:52,74.00,64.00,71.02,4.00,340.00,0.00,10.00,CLR
BDR,2026-08-14 00:52,73.00,64.00,73.44,4.00,320.00,0.00,10.00,OVC
BDR,2026-08-14 01:52,70.00,64.00,81.29,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-14 02:52,71.00,63.00,75.87,3.00,350.00,0.00,10.00,CLR
BDR,2026-08-14 03:52,69.00,63.00,81.22,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-14 04:52,70.00,64.00,81.29,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-14 05:52,68.00,61.00,78.33,4.00,320.00,0.00,10.00,CLR
BDR,2026-08-14 06:52,68.00,61.00,78.33,0.00,0.00,0.00,10.00,CLR
BDR,2026-08-14 07:52,72.00,61.00,68.35,4.00,310.00,0.00,10.00,CLR
BDR,2026-08-14 08:52,77.00,61.00,57.83,4.00,20.00,0.00,10.00,CLR
BDR,2026-08-14 09:52,77.00,62.00,59.91,4.00,130.00,0.00,10.00,CLR
BDR,2026-08-14 10:52,78.00,62.00,57.97,6.00,160.00,0.00,10.00,CLR
BDR,2026-08-14 11:52,78.00,62.00,57.97,6.00,180.00,0.00,10.00,CLR
BDR,2026-08-14 12:52,78.00,62.00,57.97,9.00,180.00,0.00,10.00,CLR
BDR,2026-08-14 13:52,81.00,63.00,54.43,8.00,210.00,0.00,10.00,CLR
BDR,2026-08-14 14:52,82.00,62.00,50.87,7.00,200.00,0.00,10.00,CLR
BDR,2026-08-14 15:52,82.00,62.00,50.87,5.00,180.00,0.00,10.00,FEW
BDR,2026-08-14 16:52,82.00,62.00,50.87,4.00,190.00,0.00,10.00,FEW
BDR,2026-08-14 17:52,80.00,66.00,62.44,6.00,180.00,0.00,10.00,SCT
BDR,2026-08-14 18:52,79.00,64.00,60.17,8.00,190.00,0.00,10.00,FEW
BDR,2026-08-14 19:52,74.00,66.00,76.14,0.00,0.00,0.04,10.00,SCT
BDR,2026-08-14 20:52,74.00,69.00,84.43,8.00,60.00,T,10.00,FEW
BDR,2026-08-14 21:52,73.00,69.00,87.31,7.00,30.00,T,10.00,FEW
BDR,2026-08-14 22:52,73.00,69.00,87.31,5.00,50.00,T,10.00,BKN
BDR,2026-08-14 23:52,71.00,68.00,90.26,0.00,0.00,0.00,10.00,SCT
BDR,2026-08-15 00:52,70.00,66.00,87.16,7.00,10.00,0.00,10.00,CLR
BDR,2026-08-15 01:52,68.00,63.00,84.05,7.00,350.00,0.00,10.00,CLR
BDR,2026-08-15 02:52,67.00,63.00,87.00,8.00,360.00,0.00,10.00,CLR
BDR,2026-08-15 03:52,66.00,60.00,81.00,6.00,360.00,0.00,10.00,CLR
BDR,2026-08-15 04:52,66.00,58.00,75.41,6.00,360.00,0.00,10.00,CLR
BDR,2026-08-15 05:52,65.00,58.00,78.08,7.00,360.00,0.00,10.00,CLR
BDR,2026-08-15 06:52,65.00,58.00,78.08,8.00,360.00,0.00,10.00,CLR
