station,valid,tmpf,dwpf,relh,sknt,drct,p01i,vsby,skyc1
BDL,2026-08-10 22:51,73.00,66.00,78.74,5.00,190.00,0.00,10.00,BKN
BDL,2026-08-10 23:51,72.00,66.00,81.44,5.00,190.00,0.00,10.00,FEW
BDL,2026-08-11 00:51,71.00,66.00,84.24,4.00,140.00,0.00,10.00,FEW
BDL,2026-08-11 01:51,68.00,66.00,93.33,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-11 02:51,68.00,66.00,93.33,0.00,0.00,0.00,10.00,CLR
BDL,2026-08-11 03:51,68.00,66.00,93.33,4.00,230.00,0.00,10.00,FEW
BDL,2026-08-11 04:51,68.00,65.00,90.14,7.00,240.00,0.00,10.00,SCT
BDL,2026-08-11 05:51,68.00,65.00,90.14,4.00,250.00,0.00,10.00,FEW
BDL,2026-08-11 06:51,71.00,66.00,84.24,6.00,220.00,0.00,10.00,FEW
BDL,2026-08-11 07:51,74.00,67.00,78.82,4.00,220.00,0.00,10.00,BKN
BDL,2026-08-11 08:51,76.00,67.00,73.73,3.00,220.00,0.00,10.00,FEW
BDL,2026-08-11 09:51,79.00,67.00,66.78,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-11 10:51,82.00,63.00,52.69,10.00,320.00,0.00,10.00,FEW
BDL,2026-08-11 11:51,82.00,60.00,47.39,12.00,310.00,0.00,10.00,FEW
BDL,2026-08-11 12:51,84.00,59.00,42.87,12.00,310.00,0.00,10.00,FEW
BDL,2026-08-11 13:51,85.00,57.00,38.64,12.00,320.00,0.00,10.00,FEW
BDL,2026-08-11 14:51,84.00,59.00,42.87,9.00,320.00,0.00,10.00,FEW
BDL,2026-08-11 15:51,85.00,61.00,44.58,12.00,300.00,0.00,10.00,FEW
BDL,2026-08-11 16:51,83.00,58.00,42.72,10.00,270.00,0.00,10.00,SCT
BDL,2026-08-11 17:51,82.00,60.00,47.39,6.00,280.00,0.00,10.00,FEW
BDL,2026-08-11 18:51,81.00,62.00,52.55,3.00,M,0.00,10.00,FEW
BDL,2026-08-11 19:51,77.00,64.00,64.27,5.00,230.00,0.00,10.00,FEW
BDL,2026-08-11 20:51,73.00,65.00,76.05,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-11 21:51,72.00,65.00,78.66,4.00,250.00,0.00,10.00,FEW
BDL,2026-08-11 22:51,71.00,67.00,87.21,4.00,230.00,0.00,10.00,FEW
BDL,2026-08-11 23:51,70.00,67.00,90.22,4.00,360.00,0.00,10.00,BKN
BDL,2026-08-12 00:51,68.00,65.00,90.14,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-12 01:51,67.00,64.00,90.10,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-12 02:51,67.00,62.00,83.99,4.00,310.00,0.00,10.00,BKN
BDL,2026-08-12 03:51,67.00,58.00,72.85,3.00,40.00,0.00,10.00,FEW
BDL,2026-08-12 04:51,62.00,59.00,89.89,3.00,330.00,0.00,10.00,SCT
BDL,2026-08-12 05:51,63.00,58.00,83.73,3.00,340.00,0.00,10.00,FEW
BDL,2026-08-12 06:51,65.00,59.00,80.92,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-12 07:51,68.00,60.00,75.59,3.00,310.00,0.00,10.00,FEW
BDL,2026-08-12 08:51,72.00,60.00,65.96,3.00,340.00,0.00,10.00,FEW
BDL,2026-08-12 09:51,74.00,60.00,61.67,0.00,0.00,0.00,10.00,CLR
BDL,2026-08-12 10:51,79.00,60.00,52.25,4.00,20.00,0.00,10.00,FEW
BDL,2026-08-12 11:51,82.00,56.00,41.05,5.00,300.00,0.00,10.00,FEW
BDL,2026-08-12 12:51,83.00,58.00,42.72,7.00,320.00,0.00,10.00,SCT
BDL,2026-08-12 13:51,82.00,57.00,42.56,5.00,350.00,0.00,10.00,FEW
BDL,2026-08-12 14:51,83.00,56.00,39.74,6.00,300.00,0.00,10.00,FEW
BDL,2026-08-12 15:51,84.00,55.00,37.11,6.00,280.00,0.00,10.00,FEW
BDL,2026-08-12 16:51,84.00,55.00,37.11,7.00,290.00,0.00,10.00,FEW
BDL,2026-08-12 17:51,82.00,57.00,42.56,8.00,270.00,0.00,10.00,FEW
BDL,2026-08-12 18:51,80.00,58.00,47.08,7.00,270.00,0.00,10.00,FEW
BDL,2026-08-12 19:51,77.00,60.00,55.81,7.00,230.00,0.00,10.00,FEW
BDL,2026-08-12 20:51,74.00,61.00,63.90,5.00,250.00,0.00,10.00,FEW
BDL,2026-08-12 21:51,73.00,63.00,70.91,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-12 22:51,73.00,63.00,70.91,0.00,0.00,T,10.00,FEW
BDL,2026-08-12 23:51,71.00,65.00,81.37,0.00,0.00,T,10.00,FEW
BDL,2026-08-13 00:51,70.00,66.00,87.16,5.00,200.00,0.03,10.00,FEW
BDL,2026-08-13 01:51,67.00,64.00,90.10,8.00,190.00,T,10.00,FEW
BDL,2026-08-13 02:51,67.00,65.00,93.30,5.00,190.00,0.00,10.00,BKN
BDL,2026-08-13 03:51,67.00,65.00,93.30,5.00,200.00,0.00,10.00,FEW
BDL,2026-08-13 04:51,67.00,65.00,93.30,4.00,230.00,0.00,10.00,FEW
BDL,2026-08-13 05:51,67.00,65.00,93.30,0.00,0.00,T,8.00,FEW
BDL,2026-08-13 06:51,66.00,65.00,96.59,3.00,10.00,T,8.00,FEW
BDL,2026-08-13 07:51,69.00,66.00,90.18,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-13 08:51,71.00,65.00,81.37,3.00,330.00,0.00,10.00,FEW
BDL,2026-08-13 09:51,74.00,65.00,73.54,5.00,330.00,0.00,10.00,FEW
BDL,2026-08-13 10:51,78.00,65.00,64.39,3.00,M,0.00,10.00,BKN
BDL,2026-08-13 11:51,80.00,66.00,62.44,5.00,210.00,0.00,10.00,BKN
BDL,2026-08-13 12:51,84.00,63.00,49.40,9.00,330.00,0.00,10.00,FEW
BDL,2026-08-13 13:51,84.00,60.00,44.43,9.00,320.00,0.00,10.00,BKN
BDL,2026-08-13 14:51,85.00,59.00,41.52,9.00,280.00,0.00,10.00,SCT
BDL,2026-08-13 15:51,86.00,58.00,38.80,9.00,310.00,0.00,10.00,SCT
BDL,2026-08-13 16:51,86.00,57.00,37.43,12.00,290.00,0.00,10.00,FEW
BDL,2026-08-13 17:51,79.00,62.00,56.09,10.00,20.00,0.00,10.00,FEW
BDL,2026-08-13 18:51,78.00,62.00,57.97,4.00,350.00,0.00,10.00,FEW
BDL,2026-08-13 19:51,76.00,61.00,59.78,3.00,310.00,0.00,10.00,FEW
BDL,2026-08-13 20:51,72.00,64.00,75.96,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-13 21:51,71.00,63.00,75.87,4.00,230.00,0.00,10.00,FEW
BDL,2026-08-13 22:51,70.00,63.00,78.49,5.00,230.00,0.00,10.00,FEW
BDL,2026-08-13 23:51,68.00,63.00,84.05,5.00,310.00,0.00,10.00,FEW
BDL,2026-08-14 00:51,66.00,62.00,86.95,3.00,300.00,0.00,10.00,FEW
BDL,2026-08-14 01:51,67.00,60.00,78.24,7.00,300.00,0.00,10.00,FEW
BDL,2026-08-14 02:51,67.00,60.00,78.24,5.00,260.00,0.00,10.00,FEW
BDL,2026-08-14 03:51,62.00,60.00,93.16,3.00,350.00,0.00,10.00,SCT
BDL,2026-08-14 04:51,63.00,59.00,86.79,5.00,360.00,0.00,10.00,FEW
BDL,2026-08-14 05:51,63.00,59.00,86.79,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-14 06:51,63.00,59.00,86.79,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-14 07:51,68.00,60.00,75.59,3.00,10.00,0.00,10.00,FEW
BDL,2026-08-14 08:51,71.00,59.00,65.84,3.00,10.00,0.00,10.00,FEW
BDL,2026-08-14 09:51,76.00,60.00,57.69,3.00,M,0.00,10.00,FEW
BDL,2026-08-14 10:51,77.00,58.00,51.96,4.00,20.00,0.00,10.00,FEW
BDL,2026-08-14 11:51,79.00,59.00,50.42,4.00,M,0.00,10.00,FEW
BDL,2026-08-14 12:51,81.00,60.00,48.95,5.00,290.00,0.00,10.00,FEW
BDL,2026-08-14 13:51,82.00,61.00,49.10,3.00,M,0.00,10.00,SCT
BDL,2026-08-14 14:51,82.00,59.00,45.73,6.00,230.00,0.00,10.00,SCT
BDL,2026-08-14 15:51,79.00,62.00,56.09,4.00,10.00,0.00,10.00,FEW
BDL,2026-08-14 16:51,77.00,60.00,55.81,8.00,300.00,T,10.00,FEW
BDL,2026-08-14 17:51,75.00,62.00,64.02,5.00,20.00,T,10.00,BKN
BDL,2026-08-14 18:51,74.00,61.00,63.90,4.00,340.00,0.00,10.00,FEW
BDL,2026-08-14 19:51,72.00,59.00,63.65,3.00,350.00,0.00,10.00,BKN
BDL,2026-08-14 20:51,69.00,61.00,75.69,3.00,310.00,0.00,10.00,SCT
BDL,2026-08-14 21:51,66.00,60.00,81.00,5.00,20.00,0.00,10.00,FEW
BDL,2026-08-14 22:51,64.00,61.00,89.98,4.00,300.00,0.00,10.00,CLR
BDL,2026-08-14 23:51,63.00,60.00,89.94,4.00,360.00,0.00,10.00,FEW
BDL,2026-08-15 00:51,63.00,59.00,86.79,6.00,330.00,0.00,10.00,FEW
BDL,2026-08-15 01:51,62.00,58.00,86.73,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-15 02:51,60.00,57.00,89.81,4.00,10.00,0.00,10.00,FEW
BDL,2026-08-15 03:51,59.00,57.00,93.07,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-15 04:51,58.00,56.00,93.04,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-15 05:51,57.00,55.00,93.01,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-15 06:51,59.00,56.00,89.77,3.00,340.00,0.00,10.00,FEW
BDL,2026-08-15 07:51,63.00,57.00,80.77,5.00,360.00,0.00,10.00,FEW
BDL,2026-08-15 08:51,67.00,57.00,70.27,5.00,10.00,0.00,10.00,FEW
BDL,2026-08-15 09:51,71.00,58.00,63.53,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-15 10:51,74.00,57.00,55.39,5.00,330.00,0.00,10.00,FEW
BDL,2026-08-15 11:51,77.00,55.00,46.62,3.00,M,0.00,10.00,SCT
BDL,2026-08-15 12:51,78.00,53.00,41.93,4.00,320.00,0.00,10.00,SCT
BDL,2026-08-15 13:51,78.00,55.00,45.11,0.00,0.00,0.00,10.00,BKN
BDL,2026-08-15 14:51,77.00,55.00,46.62,5.00,340.00,0.00,10.00,SCT
BDL,2026-08-15 15:51,79.00,54.00,42.09,7.00,320.00,0.00,10.00,BKN
BDL,2026-08-15 16:51,80.00,52.00,37.85,9.00,320.00,0.00,10.00,FEW
BDL,2026-08-15 17:51,79.00,50.00,36.32,8.00,320.00,0.00,10.00,FEW
BDL,2026-08-15 18:51,77.00,53.00,43.34,4.00,320.00,0.00,10.00,FEW
BDL,2026-08-15 19:51,72.00,56.00,57.14,4.00,340.00,0.00,10.00,FEW
BDL,2026-08-15 20:51,67.00,58.00,72.85,4.00,300.00,0.00,10.00,FEW
BDL,2026-08-15 21:51,66.00,57.00,72.74,0.00,0.00,0.00,10.00,CLR
BDL,2026-08-15 22:51,63.00,57.00,80.77,4.00,20.00,0.00,10.00,CLR
BDL,2026-08-15 23:51,63.00,56.00,77.91,3.00,20.00,0.00,10.00,FEW
BDL,2026-08-16 00:51,62.00,56.00,80.70,5.00,10.00,0.00,10.00,FEW
BDL,2026-08-16 01:51,61.00,56.00,83.60,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-16 02:51,59.00,55.00,86.57,4.00,360.00,0.00,10.00,FEW
BDL,2026-08-16 03:51,58.00,54.00,86.51,3.00,350.00,0.00,10.00,CLR
BDL,2026-08-16 04:51,56.00,54.00,92.98,4.00,10.00,0.00,10.00,FEW
BDL,2026-08-16 05:51,57.00,54.00,89.68,0.00,0.00,0.00,10.00,SCT
BDL,2026-08-16 06:51,57.00,54.00,89.68,4.00,10.00,0.00,10.00,SCT
BDL,2026-08-16 07:51,61.00,55.00,80.62,5.00,20.00,0.00,10.00,SCT
BDL,2026-08-16 08:51,65.00,55.00,70.05,5.00,360.00,0.00,10.00,SCT
BDL,2026-08-16 09:51,69.00,56.00,63.27,3.00,M,0.00,10.00,SCT
BDL,2026-08-16 10:51,71.00,56.00,59.11,4.00,230.00,0.00,10.00,BKN
BDL,2026-08-16 11:51,75.00,58.00,55.53,5.00,160.00,0.00,10.00,FEW
BDL,2026-08-16 12:51,78.00,61.00,55.95,0.00,0.00,0.00,10.00,SCT
BDL,2026-08-16 13:51,81.00,62.00,52.55,10.00,190.00,0.00,10.00,BKN
BDL,2026-08-16 14:51,81.00,62.00,52.55,11.00,180.00,0.00,10.00,BKN
BDL,2026-08-16 15:51,79.00,62.00,56.09,12.00,200.00,0.00,10.00,BKN
BDL,2026-08-16 16:51,79.00,61.00,54.14,10.00,190.00,0.00,10.00,FEW
BDL,2026-08-16 17:51,77.00,60.00,55.81,14.00,180.00,0.00,10.00,BKN
BDL,2026-08-16 18:51,76.00,59.00,55.67,14.00,200.00,0.00,10.00,FEW
BDL,2026-08-16 19:51,74.00,61.00,63.90,11.00,200.00,0.00,10.00,SCT
BDL,2026-08-16 20:51,73.00,62.00,68.46,13.00,200.00,0.00,10.00,SCT
BDL,2026-08-16 21:51,68.00,64.00,87.05,9.00,160.00,0.01,10.00,FEW
BDL,2026-08-16 22:51,67.00,65.00,93.30,5.00,200.00,0.01,6.00,SCT
BDL,2026-08-16 23:51,67.00,65.00,93.30,7.00,150.00,0.02,7.00,BKN
BDL,2026-08-17 00:51,67.00,65.00,93.30,8.00,160.00,T,9.00,BKN
BDL,2026-08-17 01:51,67.00,66.00,96.60,5.00,190.00,0.04,7.00,SCT
BDL,2026-08-17 02:51,67.00,66.00,96.60,7.00,190.00,T,3.00,FEW
BDL,2026-08-17 03:51,66.00,65.00,96.59,8.00,180.00,0.04,5.00,SCT
BDL,2026-08-17 04:51,66.00,65.00,96.59,6.00,170.00,0.01,3.00,BKN
BDL,2026-08-17 05:51,67.00,66.00,96.60,6.00,160.00,0.01,2.00,SCT
BDL,2026-08-17 06:51,67.00,66.00,96.60,5.00,180.00,T,2.00,SCT
BDL,2026-08-17 07:51,67.00,66.00,96.60,6.00,190.00,0.01,3.00,SCT
BDL,2026-08-17 08:51,67.00,66.00,96.60,4.00,170.00,0.01,3.00,BKN
BDL,2026-08-17 09:51,68.00,66.00,93.33,6.00,180.00,T,10.00,BKN
BDL,2026-08-17 10:51,69.00,66.00,90.18,5.00,170.00,T,10.00,FEW
BDL,2026-08-17 11:51,70.00,65.00,84.18,7.00,170.00,0.00,10.00,OVC
BDL,2026-08-17 12:51,71.00,66.00,84.24,4.00,200.00,0.00,10.00,OVC
BDL,2026-08-17 13:51,73.00,66.00,78.74,0.00,0.00,0.00,10.00,OVC
BDL,2026-08-17 14:51,74.00,67.00,78.82,4.00,M,0.00,10.00,OVC
BDL,2026-08-17 15:51,75.00,67.00,76.23,0.00,0.00,0.00,10.00,OVC
BDL,2026-08-17 16:51,75.00,67.00,76.23,0.00,0.00,0.00,10.00,BKN
BDL,2026-08-17 17:51,77.00,67.00,71.33,6.00,90.00,0.00,10.00,FEW
BDL,2026-08-17 18:51,76.00,67.00,73.73,3.00,90.00,0.00,10.00,FEW
BDL,2026-08-17 19:51,73.00,68.00,84.37,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-17 20:51,70.00,68.00,93.38,3.00,310.00,0.00,10.00,FEW
BDL,2026-08-17 21:51,70.00,68.00,93.38,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-17 22:51,68.00,67.00,96.61,3.00,300.00,0.00,10.00,SCT
BDL,2026-08-17 23:51,69.00,68.00,96.63,0.00,0.00,0.00,10.00,BKN
BDL,2026-08-18 00:51,69.00,68.00,96.63,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-18 01:51,70.00,68.00,93.38,4.00,180.00,0.00,10.00,BKN
BDL,2026-08-18 02:51,69.00,68.00,96.63,0.00,0.00,0.00,10.00,BKN
BDL,2026-08-18 03:51,70.00,68.00,93.38,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-18 04:51,69.00,67.00,93.36,0.00,0.00,0.00,10.00,SCT
BDL,2026-08-18 05:51,68.00,67.00,96.61,0.00,0.00,0.00,9.00,BKN
BDL,2026-08-18 06:51,69.00,68.00,96.63,0.00,0.00,0.00,9.00,BKN
BDL,2026-08-18 07:51,71.00,69.00,93.41,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-18 08:51,74.00,69.00,84.43,3.00,20.00,0.00,10.00,FEW
BDL,2026-08-18 09:51,77.00,66.00,68.90,6.00,40.00,0.00,10.00,FEW
BDL,2026-08-18 10:51,78.00,65.00,64.39,3.00,M,0.00,10.00,SCT
BDL,2026-08-18 11:51,80.00,66.00,62.44,0.00,0.00,0.00,10.00,SCT
BDL,2026-08-18 12:51,81.00,67.00,62.56,4.00,360.00,0.00,10.00,BKN
BDL,2026-08-18 13:51,80.00,66.00,62.44,5.00,20.00,0.00,10.00,SCT
BDL,2026-08-18 14:51,83.00,66.00,56.65,3.00,M,0.00,10.00,SCT
BDL,2026-08-18 15:51,83.00,66.00,56.65,6.00,310.00,0.00,10.00,BKN
BDL,2026-08-18 16:51,85.00,64.00,49.55,4.00,M,0.00,10.00,BKN
BDL,2026-08-18 17:51,85.00,63.00,47.84,7.00,330.00,0.00,10.00,FEW
BDL,2026-08-18 18:51,83.00,63.00,51.02,4.00,300.00,0.00,10.00,FEW
BDL,2026-08-18 19:51,76.00,66.00,71.23,3.00,310.00,0.00,10.00,FEW
BDL,2026-08-18 20:51,74.00,66.00,76.14,3.00,300.00,0.00,10.00,CLR
BDL,2026-08-18 21:51,75.00,63.00,66.32,0.00,0.00,0.00,10.00,BKN
BDL,2026-08-18 22:51,73.00,65.00,76.05,4.00,160.00,0.00,10.00,BKN
BDL,2026-08-18 23:51,70.00,66.00,87.16,4.00,310.00,0.00,10.00,BKN
BDL,2026-08-19 00:51,69.00,64.00,84.12,3.00,290.00,0.00,10.00,FEW
BDL,2026-08-19 01:51,67.00,65.00,93.30,3.00,260.00,0.00,10.00,FEW
BDL,2026-08-19 02:51,68.00,64.00,87.05,4.00,290.00,0.00,10.00,BKN
BDL,2026-08-19 03:51,68.00,63.00,84.05,3.00,270.00,0.00,10.00,SCT
BDL,2026-08-19 04:51,67.00,63.00,87.00,0.00,0.00,0.00,10.00,BKN
BDL,2026-08-19 05:51,65.00,63.00,93.24,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-19 06:51,67.00,63.00,87.00,3.00,240.00,0.00,10.00,SCT
BDL,2026-08-19 07:51,71.00,62.00,73.24,0.00,0.00,0.00,10.00,BKN
BDL,2026-08-19 08:51,74.00,59.00,59.51,0.00,0.00,0.00,10.00,FEW
BDL,2026-08-19 09:51,78.00,59.00,52.11,3.00,330.00,0.00,10.00,FEW
BDL,2026-08-19 10:51,80.00,60.00,50.57,8.00,290.00,0.00,10.00,FEW
BDL,2026-08-19 11:51,83.00,57.00,41.21,8.00,270.00,0.00,10.00,SCT
BDL,2026-08-19 12:51,83.00,56.00,39.74,8.00,290.00,0.00,10.00,SCT
BDL,2026-08-19 13:51,83.00,56.00,39.74,9.00,260.00,0.00,10.00,SCT
BDL,2026-08-19 14:51,85.00,57.00,38.64,10.00,250.00,0.00,10.00,FEW
BDL,2026-08-19 15:51,84.00,55.00,37.11,9.00,240.00,0.00,10.00,FEW
BDL,2026-08-19 16:51,85.00,57.00,38.64,9.00,260.00,0.00,10.00,FEW
BDL,2026-08-19 17:51,83.00,58.00,42.72,5.00,290.00,0.00,10.00,FEW
BDL,2026-08-19 18:51,81.00,60.00,48.95,6.00,220.00,0.00,10.00,FEW
BDL,2026-08-19 19:51,78.00,62.00,57.97,7.00,210.00,0.00,10.00,FEW
BDL,2026-08-19 20:51,77.00,62.00,59.91,4.00,230.00,0.00,10.00,FEW
BDL,2026-08-19 21:51,74.00,62.00,66.20,4.00,230.00,0.00,10.00,SCT
BDL,2026-08-19 22:51,73.00,63.00,70.91,3.00,170.00,0.00,10.00,FEW
BDL,2026-08-19 23:51,71.00,63.00,75.87,4.00,170.00,0.00,10.00,FEW
